domain,provider,comparison_type,condition_a,condition_b,condition_a_display,condition_b_display,n_sims_a,successes_a,rate_a,wilson_ci_a,n_sims_b,successes_b,rate_b,wilson_ci_b,delta_pp,delta_ci_lo_pp,delta_ci_hi_pp,wilson_ci_overlap,fisher_p,n_paired_tasks,permutation_p,fisher_p_adj,permutation_p_adj,fisher_sig,permutation_sig
retail,openai,voice_pairwise,control_accents,control_behavior,Control (Accents),Control (Behavior),228,147,0.6447368421052632,"[58.1%, 70.4%]",228,128,0.5614035087719298,"[49.7%, 62.4%]",-8.333333333333337,-14.912280701754385,-0.8771929824561403,True,0.08478306483087922,114,0.03152,0.4239153241543961,0.1576,False,False
retail,openai,voice_pairwise,control_accents,regular,Control (Accents),Regular (Realistic),228,147,0.6447368421052632,"[58.1%, 70.4%]",228,98,0.4298245614035088,"[36.7%, 49.5%]",-21.49122807017544,-28.947368421052634,-13.157894736842104,False,6.047948318520851e-06,114,0.0,5.443153486668766e-05,0.0,True,True
retail,openai,voice_pairwise,control_behavior,regular,Control (Behavior),Regular (Realistic),228,128,0.5614035087719298,"[49.7%, 62.4%]",228,98,0.4298245614035088,"[36.7%, 49.5%]",-13.157894736842103,-20.614035087719298,-5.263157894736842,False,0.006540412931501422,114,0.00187,0.045782890520509954,0.01309,True,True
retail,xai,voice_pairwise,control,control_audio,Control (Clean),Control (Audio),228,114,0.5,"[43.6%, 56.4%]",228,105,0.4605263157894737,"[39.7%, 52.5%]",-3.9473684210526327,-11.403508771929824,4.385964912280701,True,0.4533809097968212,114,0.3783,1.0,1.0,False,False
retail,xai,voice_pairwise,control,control_accents,Control (Clean),Control (Accents),228,114,0.5,"[43.6%, 56.4%]",228,71,0.31140350877192985,"[25.5%, 37.4%]",-18.859649122807014,-27.192982456140353,-10.087719298245613,False,5.859980441425109e-05,114,6e-05,0.0005859980441425109,0.0006000000000000001,True,True
retail,xai,voice_pairwise,control,control_behavior,Control (Clean),Control (Behavior),228,114,0.5,"[43.6%, 56.4%]",228,112,0.49122807017543857,"[42.7%, 55.6%]",-0.8771929824561431,-8.333333333333332,7.894736842105263,True,0.9253912137821595,114,0.91661,1.0,1.0,False,False
retail,xai,voice_pairwise,control,regular,Control (Clean),Regular (Realistic),228,114,0.5,"[43.6%, 56.4%]",228,84,0.3684210526315789,"[30.8%, 43.3%]",-13.157894736842108,-21.929824561403507,-3.9473684210526314,False,0.006080202919404906,114,0.00634,0.04256142043583434,0.04438,True,True
retail,xai,voice_pairwise,control_audio,control_accents,Control (Audio),Control (Accents),228,105,0.4605263157894737,"[39.7%, 52.5%]",228,71,0.31140350877192985,"[25.5%, 37.4%]",-14.912280701754382,-22.807017543859647,-6.140350877192982,False,0.0014682816370067502,114,0.00076,0.011746253096054001,0.00608,True,True
retail,xai,voice_pairwise,control_audio,control_behavior,Control (Audio),Control (Behavior),228,105,0.4605263157894737,"[39.7%, 52.5%]",228,112,0.49122807017543857,"[42.7%, 55.6%]",3.0701754385964897,-4.385964912280701,11.842105263157894,True,0.5737522344273273,114,0.5262,1.0,1.0,False,False
retail,xai,voice_pairwise,control_audio,regular,Control (Audio),Regular (Realistic),228,105,0.4605263157894737,"[39.7%, 52.5%]",228,84,0.3684210526315789,"[30.8%, 43.3%]",-9.210526315789474,-17.543859649122805,-0.43859649122807015,True,0.0571440828893687,114,0.04321,0.2857204144468435,0.21605,False,False
retail,xai,voice_pairwise,control_accents,control_behavior,Control (Accents),Control (Behavior),228,71,0.31140350877192985,"[25.5%, 37.4%]",228,112,0.49122807017543857,"[42.7%, 55.6%]",17.982456140350873,9.210526315789473,27.631578947368425,False,0.0001267357996508892,114,0.0003,0.0011406221968580028,0.0026999999999999997,True,True
retail,xai,voice_pairwise,control_accents,regular,Control (Accents),Regular (Realistic),228,71,0.31140350877192985,"[25.5%, 37.4%]",228,84,0.3684210526315789,"[30.8%, 43.3%]",5.701754385964907,-3.070175438596491,14.473684210526317,True,0.23543337877130976,114,0.25004,0.9417335150852391,1.0,False,False
retail,xai,voice_pairwise,control_behavior,regular,Control (Behavior),Regular (Realistic),228,112,0.49122807017543857,"[42.7%, 55.6%]",228,84,0.3684210526315789,"[30.8%, 43.3%]",-12.280701754385964,-20.614035087719298,-3.070175438596491,True,0.010562268565864003,114,0.00758,0.06337361139518402,0.04548,False,True
retail,gemini,text_vs_voice,text_non_reasoning,control,Text (Non-Reasoning),Control (Clean),456,348,0.7631578947368421,"[72.2%, 80.0%]",228,96,0.42105263157894735,"[35.9%, 48.6%]",-34.21052631578948,-41.44736842105263,-26.535087719298247,False,2.5239324992154024e-18,114,0.0,5.047864998430805e-18,0.0,True,True
retail,gemini,text_vs_voice,text_non_reasoning,control_audio,Text (Non-Reasoning),Control (Audio),456,348,0.7631578947368421,"[72.2%, 80.0%]",228,86,0.37719298245614036,"[31.7%, 44.2%]",-38.59649122807018,-45.83333333333333,-30.701754385964914,False,1.1176703580491347e-22,114,0.0,4.470681432196539e-22,0.0,True,True
retail,gemini,text_vs_voice,text_non_reasoning,control_accents,Text (Non-Reasoning),Control (Accents),456,348,0.7631578947368421,"[72.2%, 80.0%]",228,102,0.4473684210526316,"[38.4%, 51.2%]",-31.578947368421055,-38.81578947368421,-23.684210526315788,False,6.614980699029284e-16,114,0.0,6.614980699029284e-16,0.0,True,True
retail,gemini,text_vs_voice,text_non_reasoning,control_behavior,Text (Non-Reasoning),Control (Behavior),456,348,0.7631578947368421,"[72.2%, 80.0%]",228,85,0.37280701754385964,"[31.3%, 43.7%]",-39.035087719298254,-46.05263157894737,-31.57894736842105,False,4.341278978724215e-23,114,0.0,2.1706394893621076e-22,0.0,True,True
retail,gemini,text_vs_voice,text_non_reasoning,regular,Text (Non-Reasoning),Regular (Realistic),456,348,0.7631578947368421,"[72.2%, 80.0%]",228,66,0.2894736842105263,"[23.4%, 35.1%]",-47.36842105263158,-55.04385964912281,-38.59649122807017,False,5.314352732690921e-33,114,0.0,4.7829174594218285e-32,0.0,True,True
retail,openai,text_vs_voice,text_non_reasoning,control,Text (Non-Reasoning),Control (Clean),456,348,0.7631578947368421,"[72.2%, 80.0%]",228,154,0.6754385964912281,"[61.2%, 73.3%]",-8.771929824561408,-16.447368421052634,-1.0964912280701753,True,0.016951433413035892,114,0.03225,0.016951433413035892,0.03225,True,True
retail,openai,text_vs_voice,text_non_reasoning,control_audio,Text (Non-Reasoning),Control (Audio),456,348,0.7631578947368421,"[72.2%, 80.0%]",228,137,0.6008771929824561,"[53.6%, 66.2%]",-16.228070175438603,-24.12280701754386,-7.894736842105263,False,1.6623934220288135e-05,114,0.00022,6.649573688115254e-05,0.00088,True,True
retail,openai,text_vs_voice,text_non_reasoning,control_accents,Text (Non-Reasoning),Control (Accents),456,348,0.7631578947368421,"[72.2%, 80.0%]",228,147,0.6447368421052632,"[58.1%, 70.4%]",-11.842105263157897,-19.517543859649123,-3.289473684210526,False,0.0014626213471726052,114,0.00593,0.0029252426943452104,0.01186,True,True
retail,openai,text_vs_voice,text_non_reasoning,control_behavior,Text (Non-Reasoning),Control (Behavior),456,348,0.7631578947368421,"[72.2%, 80.0%]",228,128,0.5614035087719298,"[49.7%, 62.4%]",-20.175438596491237,-28.289473684210524,-10.964912280701753,False,1.050786360343367e-07,114,1e-05,6.304718162060202e-07,6.000000000000001e-05,True,True
retail,openai,text_vs_voice,text_non_reasoning,regular,Text (Non-Reasoning),Regular (Realistic),456,348,0.7631578947368421,"[72.2%, 80.0%]",228,98,0.4298245614035088,"[36.7%, 49.5%]",-33.333333333333336,-41.00877192982456,-24.780701754385966,False,2.01280167053125e-17,114,0.0,1.811521503478125e-16,0.0,True,True
retail,xai,text_vs_voice,text_non_reasoning,control,Text (Non-Reasoning),Control (Clean),456,348,0.7631578947368421,"[72.2%, 80.0%]",228,114,0.5,"[43.6%, 56.4%]",-26.315789473684216,-34.868421052631575,-17.324561403508774,False,8.929981593564179e-12,114,0.0,8.929981593564179e-12,0.0,True,True
retail,xai,text_vs_voice,text_non_reasoning,control_audio,Text (Non-Reasoning),Control (Audio),456,348,0.7631578947368421,"[72.2%, 80.0%]",228,105,0.4605263157894737,"[39.7%, 52.5%]",-30.263157894736846,-38.59649122807017,-21.052631578947366,False,9.339624754602807e-15,114,0.0,2.801887426380842e-14,0.0,True,True
retail,xai,text_vs_voice,text_non_reasoning,control_accents,Text (Non-Reasoning),Control (Accents),456,348,0.7631578947368421,"[72.2%, 80.0%]",228,71,0.31140350877192985,"[25.5%, 37.4%]",-45.17543859649123,-53.289473684210535,-36.30537646398156,False,4.082528121323786e-30,114,0.0,3.266022497059029e-29,0.0,True,True
retail,xai,text_vs_voice,text_non_reasoning,control_behavior,Text (Non-Reasoning),Control (Behavior),456,348,0.7631578947368421,"[72.2%, 80.0%]",228,112,0.49122807017543857,"[42.7%, 55.6%]",-27.192982456140356,-35.526315789473685,-18.201754385964914,False,2.5387168473160547e-12,114,0.0,5.077433694632109e-12,0.0,True,True
retail,xai,text_vs_voice,text_non_reasoning,regular,Text (Non-Reasoning),Regular (Realistic),456,348,0.7631578947368421,"[72.2%, 80.0%]",228,84,0.3684210526315789,"[30.8%, 43.3%]",-39.47368421052632,-47.80701754385965,-30.74200650951579,False,1.7707099584172854e-23,114,0.0,1.2394969708920998e-22,0.0,True,True
retail,gemini,text_vs_voice,text_reasoning,control,Text (Reasoning),Control (Clean),456,372,0.8157894736842105,"[77.8%, 84.9%]",228,96,0.42105263157894735,"[35.9%, 48.6%]",-39.473684210526315,-46.71052631578947,-31.140350877192986,False,5.7605170672487665e-25,114,0.0,3.45631024034926e-24,0.0,True,True
retail,gemini,text_vs_voice,text_reasoning,control_audio,Text (Reasoning),Control (Audio),456,372,0.8157894736842105,"[77.8%, 84.9%]",228,86,0.37719298245614036,"[31.7%, 44.2%]",-43.859649122807014,-51.09649122807017,-35.526315789473685,False,7.245836391133302e-30,114,0.0,5.072085473793311e-29,0.0,True,True
retail,gemini,text_vs_voice,text_reasoning,control_accents,Text (Reasoning),Control (Accents),456,372,0.8157894736842105,"[77.8%, 84.9%]",228,102,0.4473684210526316,"[38.4%, 51.2%]",-36.84210526315789,-44.29824561403509,-28.947368421052634,False,4.081585314225546e-22,114,0.0,1.2244755942676637e-21,0.0,True,True
retail,gemini,text_vs_voice,text_reasoning,control_behavior,Text (Reasoning),Control (Behavior),456,372,0.8157894736842105,"[77.8%, 84.9%]",228,85,0.37280701754385964,"[31.3%, 43.7%]",-44.29824561403509,-51.53508771929825,-36.40350877192983,False,2.6900991242105872e-30,114,0.0,2.1520792993684698e-29,0.0,True,True
retail,gemini,text_vs_voice,text_reasoning,regular,Text (Reasoning),Regular (Realistic),456,372,0.8157894736842105,"[77.8%, 84.9%]",228,66,0.2894736842105263,"[23.4%, 35.1%]",-52.63157894736842,-59.64912280701754,-44.29824561403509,False,1.9084412420176445e-41,114,0.0,1.9084412420176445e-40,0.0,True,True
retail,openai,text_vs_voice,text_reasoning,control,Text (Reasoning),Control (Clean),456,372,0.8157894736842105,"[77.8%, 84.9%]",228,154,0.6754385964912281,"[61.2%, 73.3%]",-14.035087719298245,-21.052631578947366,-6.359649122807018,False,7.213053151710803e-05,114,0.00031,0.00021639159455132408,0.00093,True,True
retail,openai,text_vs_voice,text_reasoning,control_audio,Text (Reasoning),Control (Audio),456,372,0.8157894736842105,"[77.8%, 84.9%]",228,137,0.6008771929824561,"[53.6%, 66.2%]",-21.49122807017544,-29.110692131436274,-13.157894736842104,False,3.1690478369700852e-09,114,0.0,2.2183334858790596e-08,0.0,True,True
retail,openai,text_vs_voice,text_reasoning,control_accents,Text (Reasoning),Control (Accents),456,372,0.8157894736842105,"[77.8%, 84.9%]",228,147,0.6447368421052632,"[58.1%, 70.4%]",-17.105263157894733,-24.561403508771928,-8.771929824561402,False,1.7550127696134289e-06,114,9e-05,8.775063848067145e-06,0.00045000000000000004,True,True
retail,openai,text_vs_voice,text_reasoning,control_behavior,Text (Reasoning),Control (Behavior),456,372,0.8157894736842105,"[77.8%, 84.9%]",228,128,0.5614035087719298,"[49.7%, 62.4%]",-25.438596491228072,-32.89473684210527,-17.105263157894736,False,6.122370078529768e-12,114,0.0,4.8978960628238146e-11,0.0,True,True
retail,openai,text_vs_voice,text_reasoning,regular,Text (Reasoning),Regular (Realistic),456,372,0.8157894736842105,"[77.8%, 84.9%]",228,98,0.4298245614035088,"[36.7%, 49.5%]",-38.59649122807017,-46.271929824561404,-30.263157894736842,False,6.155286431267489e-24,114,0.0,6.155286431267489e-23,0.0,True,True
retail,xai,text_vs_voice,text_reasoning,control,Text (Reasoning),Control (Clean),456,372,0.8157894736842105,"[77.8%, 84.9%]",228,114,0.5,"[43.6%, 56.4%]",-31.57894736842105,-39.03508771929825,-23.24561403508772,False,4.290409836919714e-17,114,0.0,1.7161639347678855e-16,0.0,True,True
retail,xai,text_vs_voice,text_reasoning,control_audio,Text (Reasoning),Control (Audio),456,372,0.8157894736842105,"[77.8%, 84.9%]",228,105,0.4605263157894737,"[39.7%, 52.5%]",-35.526315789473685,-43.20175438596491,-27.192982456140353,False,1.0005891269530166e-20,114,0.0,6.0035347617181e-20,0.0,True,True
retail,xai,text_vs_voice,text_reasoning,control_accents,Text (Reasoning),Control (Accents),456,372,0.8157894736842105,"[77.8%, 84.9%]",228,71,0.31140350877192985,"[25.5%, 37.4%]",-50.43859649122806,-57.89473684210527,-42.31349889309816,False,2.0872910801091983e-38,114,0.0,2.0872910801091985e-37,0.0,True,True
retail,xai,text_vs_voice,text_reasoning,control_behavior,Text (Reasoning),Control (Behavior),456,372,0.8157894736842105,"[77.8%, 84.9%]",228,112,0.49122807017543857,"[42.7%, 55.6%]",-32.45614035087719,-40.131578947368425,-24.12280701754386,False,5.781490854213786e-18,114,0.0,2.890745427106893e-17,0.0,True,True
retail,xai,text_vs_voice,text_reasoning,regular,Text (Reasoning),Regular (Realistic),456,372,0.8157894736842105,"[77.8%, 84.9%]",228,84,0.3684210526315789,"[30.8%, 43.3%]",-44.73684210526316,-52.63157894736842,-35.74561403508772,False,5.05556785263245e-31,114,0.0,4.550011067369205e-30,0.0,True,True
